Metrica;reta;parabola;curtis;stofells;hericksen;gompertz;logistico;chapman_richards;Estrato
RMSE;1.5915372199321023;1.4807841075450283;1.7922400800921114;1.6478615317314607;1.7132934082310627;3.7372589618863015;1.5366571150318475;1.6374526524327309;PR4T10
MAE;1.3947344038432063;1.274169816351875;1.578363725327855;1.442738228662648;1.4832416940513773;3.1727289743246496;1.3484964427226467;1.4162081143445164;PR4T10
R²;0.6974805474053949;0.7381194790291392;0.6163704279610661;0.675689404376671;0.6494231821118457;-0.6681153960961732;0.7179840645067836;0.6797735440678556;PR4T10
R² Ajustado;0.6877218553862141;0.7252401091453264;0.6039952804759392;0.6652277722597895;0.6381142525025504;-0.7501538581992637;0.704114428334986;0.6640247019728321;PR4T10
AIC;248.873055358181;241.49633680043218;264.3126255664327;253.39420209005866;258.4562827486229;361.8478271450434;246.31122514248017;254.57043987997156;PR4T10
BIC;253.22182989797227;248.0194986101191;268.661400106224;257.7429766298499;262.8050572884142;368.37098895473036;252.83438695216708;261.0936016896585;PR4T10
RMSE;1.7883896939937733;1.7186961800629914;2.380509501093103;1.8607426691660083;2.173003221832879;1.7215424253910683;1.7172122068143314;1.8172669812429592;PR5T11
MAE;1.4117278793095698;1.402077642648327;2.008606973150105;1.5395071913064224;1.8053174738326507;1.3948230611853516;1.3842866280890522;1.409608662109102;PR5T11
R²;0.8650187248794443;0.8753341699709015;0.7608397229594475;0.8538759021808219;0.8007171387964596;0.8749209225942162;0.8755493573802418;0.8606244221379161;PR5T11
R² Ajustado;0.8628239073978092;0.8722686167734647;0.7569509379669181;0.8514999005902661;0.7974767670695727;0.8718452075760411;0.8724890956764773;0.8571971538298321;PR5T11
AIC;508.0640422390801;500.04713443577;580.135774664778;518.058384885168;557.152276720215;500.46411364482225;499.8294561744151;514.1006062481054;PR5T11
BIC;513.736606052983;508.5559801566244;585.8083384786809;523.730948699071;562.8248405341179;508.9729593656767;508.3383018952695;522.6094519689598;PR5T11
