Metrica;reta;parabola;curtis;stofells;hericksen;gompertz;logistico;chapman_richards;Estrato
BIC;280.71338569434;280.90543788609745;287.4907997707307;279.3313515334547;289.4530108821012;303.47676476932895;280.83280215305274;288.24580295304315;PR3T7
RMSE;2.6422594061059095;2.4694711474532194;3.011836151260903;2.6975864917546524;2.96747649667267;5.145404996624226;2.4896072141266243;2.6898249641933147;PR3T8
MAE;2.276820676869072;2.05683251050771;2.7106823492418792;2.3659150455709783;2.6484280331239227;3.7146162489708257;2.07640652439527;2.310088802488595;PR3T8
R²;0.7432255990957997;0.7757106087935018;0.6663712232734229;0.7323596582171159;0.67612651447132;0.02626686851091453;0.772037985107017;0.7338975584717784;PR3T8
R² Ajustado;0.7266595087148835;0.753281669672852;0.6448467860652567;0.7150925393924137;0.6552314508888245;-0.07110644463799409;0.7492417836177188;0.7072873143189562;PR3T8
AIC;166.55895855935864;163.96009343922515;175.46121412474128;167.9681289868559;174.45223130923284;213.8788978837663;164.51231704171087;169.77219658271892;PR3T8
BIC;169.61167960859098;168.53917501307365;178.5139351739736;171.02085003608823;177.50495235846518;218.45797945761478;169.09139861555934;174.3512781565674;PR3T8
RMSE;2.157887119220558;2.173466715872494;2.040116893348699;2.085574314538281;2.1044569245863225;2.168637026473835;2.1669633948234237;2.1336537426745013;PR4T9
MAE;1.79213196900985;1.8036346872354763;1.7448078126652629;1.7363743104599603;1.8034514163339481;1.7991621955318553;1.7968072901801933;1.7893273929431572;PR4T9
R²;0.3164779585542701;0.30657249164135436;0.3890506844389525;0.36152129417549117;0.349907493614388;0.3096508166865527;0.3107159505899608;0.33174385320622735;PR4T9
R² Ajustado;0.2795308211788252;0.2487868659448006;0.35602639711132833;0.32700893169849066;0.31476735813408463;0.2521217180770987;0.2532756131391243;0.27605584097341296;PR4T9
AIC;179.04544724952055;181.62095927407117;174.55565120642433;176.31862409150094;177.03967791859594;181.4429924017161;181.38122908145;180.14195324025528;PR4T9
BIC;182.4232061577484;186.687597636413;177.9334101146522;179.6963829997288;180.4174368268238;186.50963076405793;186.4478674437918;185.2085916025971;PR4T9
RMSE;1.683592442962559;1.7887954032856808;1.7635002606210997;1.708667872304833;1.7156065230261552;3.78120121010176;1.687960700228048;1.6906200208378237;PR4T10
MAE;1.424947252852291;1.5440077853554242;1.5405196176349458;1.4644273265212107;1.4842121060834328;3.179612686181453;1.4242979121046078;1.443960793016299;PR4T10
R²;0.705973832193055;0.6680800254122177;0.6774009348221173;0.6971501552786361;0.6946855031310981;-0.48310406281592355;0.7044460893227317;0.7035140868875258;PR4T10
R² Ajustado;0.6824517387684994;0.6265900285887449;0.6515930096078866;0.6729221677009269;0.6702603433815859;-0.668492070667914;0.6675018504880732;0.6664533477484664;PR4T10
AIC;112.63263053948327;118.02693417778634;115.22939249435487;113.46054437247605;113.68749170633049;159.942895277072;114.77774024611142;114.8658967811757;PR4T10
BIC;115.29703955983368;122.02354770831195;117.89380151470527;116.12495339282646;116.3519007266809;163.93950880759763;118.77435377663703;118.86251031170131;PR4T10
RMSE;1.889440859275138;1.9125773641219503;2.4630187437237447;1.9606812832019427;2.180474397836341;1.8992765571698131;1.8834673289808215;1.8899157468488266;PR5T11
MAE;1.5579773880391408;1.538647106069923;2.1891818989721266;1.634104149557676;1.9118336213784042;1.5360115837051658;1.5220833036719847;1.5536434343059888;PR5T11
R²;0.8286697973029293;0.824448176031201;0.7088594106015804;0.8155063898108708;0.77182434460055;0.82688139706744;0.8297514171075902;0.8285836630282329;PR5T11
R² Ajustado;0.8220801741222727;0.8141215981506834;0.6976616956247181;0.8084104817266735;0.7630483578544174;0.8166979498361129;0.8197367945845072;0.8185003490887173;PR5T11
AIC;230.07414245383907;233.4129298026899;259.23588886767175;234.14535934729486;245.83291000194058;232.64527462340484;231.72582288249555;232.1017861185285;PR5T11
BIC;234.088808824304;239.4349293583873;263.2505552381367;238.1600257177598;249.8475763724055;238.66727417910226;237.74782243819297;238.12378567422593;PR5T11
