parcela,arvore,Estrato,dap,h,vtcc
1,1,3,11.68197282,22.1,0.113460356
1,2,3,13.24169127,22.6,0.147592398
1,3,3,12.41408556,22.6,0.130334767
1,4,3,5.188451145,10,0.011070883
1,5,3,14.32394488,24.3,0.184129764
1,6,3,10.79070514,21.7,0.095675454
1,7,3,11.52281788,22.6,0.11290652
1,8,3,13.27352225,22.8,0.149539718
1,9,3,9.040000768,19,0.059857675
1,10,3,11.26816997,21.9,0.104921736
1,11,3,8.339719018,16.5,0.044737304
1,12,3,12.47774754,23,0.133867546
1,13,3,12.22309963,23.7,0.132420756
1,14,3,12.79605742,23.1,0.141113141
1,15,3,12.54140952,23,0.135186607
1,16,3,4.806479281,9.934809903,0.009494235
1,17,3,13.11436731,21.14828625,0.135900999
1,18,3,14.86507168,22.54821085,0.184022923
1,19,3,10.0585924,17.90152252,0.06943236
1,20,3,13.75098708,21.69613846,0.15260887
1,21,3,14.70591674,22.43479809,0.179372769
1,22,3,17.31605781,23.94489308,0.261640796
1,23,3,12.5732405,20.64775743,0.122447369
1,24,3,17.25239583,23.91692749,0.259498517
1,25,3,15.27887454,22.8301175,0.196354776
1,26,3,15.08788861,22.70233406,0.190620388
1,27,3,15.15155058,22.74537184,0.192523789
1,28,3,9.485634608,17.17904795,0.059602408
1,29,3,16.01098728,23.28299392,0.218986678
1,30,3,13.87831104,21.8003893,0.156061593
1,31,3,14.99239564,22.63694621,0.18778056
1,32,3,17.09324089,23.84507407,0.254168593
1,33,3,13.30535324,21.31729656,0.140814881
1,34,3,16.4884521,23.54676301,0.234269555
1,35,3,15.40619849,22.91308997,0.20021763
1,36,3,14.32394488,22.15130333,0.168429597
1,37,3,10.82253613,18.80896617,0.083847316
1,38,3,14.89690267,22.57056092,0.184959227
1,39,3,16.93408594,23.77045003,0.24887646
1,40,3,11.52281788,19.58471212,0.098367155
1,41,3,17.41155077,23.98601028,0.264865016
1,42,3,14.70591674,22.43479809,0.179372769
1,43,3,17.66619868,24.09077985,0.273524379
1,44,3,15.3743675,22.89251309,0.199248954
1,45,3,15.43802948,22.93355602,0.201188267
1,46,3,17.18873385,23.88851859,0.25736209
1,47,3,10.12225438,17.97958097,0.070576524
1,48,3,16.774931,23.69305537,0.243623307
1,49,3,8.594366927,15.98382739,0.045977981
1,50,3,15.56535343,23.01431199,0.205090295
1,51,3,13.20986028,21.23329011,0.138347271
1,52,3,10.9180291,18.91790822,0.085754032
1,53,3,11.14084602,19.16822746,0.090293226
1,54,3,5.793239929,11.66176956,0.015874958
1,55,3,15.43802948,22.93355602,0.201188267
1,56,3,6.780000576,13.28222647,0.024362411
1,57,3,9.963099438,17.78360365,0.067735598
1,58,3,19.09859317,24.54795,0.323661607
1,59,3,12.35042358,20.43234804,0.117112478
1,60,3,6.939155519,13.53361625,0.025940275
1,61,3,7.862254189,14.93704026,0.036285384
1,62,3,16.87042397,23.73982464,0.246770455
1,63,3,14.64225476,22.38865721,0.177527465
1,64,3,17.98450857,24.21176758,0.284467792
1,65,3,13.49633917,21.48231717,0.145813628
1,66,3,14.80140971,22.50317822,0.18215657
1,67,3,14.32394488,22.15130333,0.168429597
1,68,3,18.4619734,24.37246949,0.301109278
1,69,3,15.97915629,23.26452272,0.217982024
1,70,3,16.90225496,23.75519275,0.247822673
1,71,3,8.244226052,15.49050451,0.041175482
1,72,3,12.54140952,20.61731714,0.12167786
1,73,3,14.10112796,21.97856153,0.162190972
1,74,3,13.40084621,21.40030557,0.143303709
1,75,3,12.89155039,20.94606502,0.130276672
1,76,3,14.13295895,22.0035714,0.163075561
1,77,3,14.10112796,21.97856153,0.162190972
1,78,3,15.34253651,22.87182539,0.198282249
1,79,3,16.52028309,23.56346102,0.235302232
1,80,3,12.41408556,20.4944477,0.118624407
1,81,3,12.73239545,20.79829654,0.126331611
1,82,3,13.01887434,21.06228496,0.133476183
1,83,3,13.33718423,21.34507705,0.141642139
1,84,3,14.41943784,22.22367315,0.171136247
1,85,3,13.87831104,21.8003893,0.156061593
1,86,3,7.8304232,14.89019788,0.035894176
1,87,3,6.748169587,13.23161604,0.024053952
1,88,3,6.175211792,12.30167724,0.018900572
1,89,3,8.849014836,16.33418498,0.049664703
1,90,3,10.75887415,18.73578402,0.082589082
1,91,3,9.612958563,17.34270095,0.06171415
1,92,3,12.41408556,20.4944477,0.118624407
1,93,3,13.94197301,21.85184978,0.157801585
1,94,3,17.02957891,23.81555693,0.252047138
2,1,3,14.64225476,23.2,0.18371651
2,2,3,13.78281807,23.2,0.163505808
2,3,3,16.90225496,24.2,0.252288229
2,4,3,9.358310654,17.8,0.060089839
2,5,3,14.32394488,23.6,0.179020907
2,6,3,16.01098728,23.9,0.224570447
2,7,3,14.92873366,23.5,0.193078151
2,8,3,15.24704355,24,0.205205524
2,9,3,14.64225476,23.7,0.187526543
2,10,3,15.97915629,24.1,0.2255129
2,11,3,14.76957872,24.1,0.193778147
2,12,3,14.45126883,23.5,0.181356674
2,13,3,15.59718442,23.7,0.211801372
2,14,3,15.02422663,23.5,0.195464791
2,15,3,12.92338138,22.6,0.140832759
2,16,3,14.03746598,21.9282093,0.160428489
2,17,3,14.32394488,22.15130333,0.168429597
2,18,3,14.19662092,22.05325868,0.164851405
2,19,3,10.6315502,18.5880898,0.080103639
2,20,3,16.2338042,23.40918926,0.226069601
2,21,3,16.01098728,23.28299392,0.218986678
2,22,3,15.59718442,23.03422392,0.206070633
2,23,3,14.03746598,21.9282093,0.160428489
2,24,3,15.6608464,23.0737153,0.208037053
2,25,3,14.5467618,22.31861471,0.17477548
2,26,3,15.31070553,22.85102686,0.19731752
2,27,3,14.19662092,22.05325868,0.164851405
2,28,3,7.543944303,14.46362931,0.032485137
2,29,3,11.58647986,19.65257468,0.099748547
2,30,3,14.86507168,22.54821085,0.184022923
2,31,3,11.07718404,19.0972618,0.088983448
2,32,3,12.0321137,20.11520022,0.109701864
2,33,3,15.69267739,23.09329475,0.209023121
2,34,3,13.05070533,21.09106288,0.134282064
2,35,3,15.02422663,22.65885298,0.188725124
2,36,3,13.24169127,21.26140309,0.139167442
2,37,3,12.79605742,20.8577364,0.127902364
2,38,3,13.56000115,21.53643744,0.147498561
2,39,3,11.68197282,19.75353734,0.101839689
2,40,3,10.82253613,18.80896617,0.083847316
2,41,3,16.07464925,23.31960386,0.221001422
2,42,3,13.11436731,21.14828625,0.135900999
2,43,3,13.78281807,21.72236741,0.15346863
2,44,3,14.13295895,22.0035714,0.163075561
2,45,3,14.32394488,22.15130333,0.168429597
2,46,3,14.10112796,21.97856153,0.162190972
2,47,3,14.5467618,22.31861471,0.17477548
2,48,3,14.96056465,22.6149286,0.186838052
2,49,3,13.49633917,21.48231717,0.145813628
2,50,3,13.46450819,21.4550908,0.144974653
2,51,3,15.9473253,23.24594069,0.216979192
2,52,3,9.485634608,17.17904795,0.059602408
2,53,3,13.71915609,21.66979868,0.151751399
2,54,3,13.52817016,21.50943272,0.146654932
2,55,3,15.59718442,23.03422392,0.206070633
2,56,3,13.87831104,21.8003893,0.156061593
2,57,3,14.48309982,22.27136558,0.172951546
2,58,3,15.05605762,22.68064894,0.189671735
2,59,3,14.8332407,22.52574995,0.183088702
2,60,3,14.00563499,21.90286695,0.159550606
2,61,3,16.58394507,23.59652455,0.237372611
2,62,3,13.65549412,21.61678666,0.150043345
2,63,3,12.09577567,20.17951638,0.111164034
2,64,3,15.18338157,22.7667245,0.193478523
2,65,3,16.01098728,23.28299392,0.218986678
2,66,3,12.66873347,20.73841337,0.124770589
2,67,3,14.32394488,22.15130333,0.168429597
2,68,3,14.57859279,22.34207303,0.17569067
2,69,3,12.8597194,20.91673297,0.129482818
2,70,3,12.44591655,20.5253313,0.119384075
2,71,3,14.73774773,22.45770229,0.180298596
2,72,3,12.8597194,20.91673297,0.129482818
2,73,3,13.1461983,21.17673169,0.136714044
2,74,3,16.4884521,23.54676301,0.234269555
2,75,3,13.40084621,21.40030557,0.143303709
2,76,3,10.15408537,18.01844396,0.071152503
2,77,3,12.89155039,20.94606502,0.130276672
2,78,3,12.35042358,20.43234804,0.117112478
2,79,3,15.53352245,22.99428923,0.204111881
2,80,3,14.96056465,22.6149286,0.186838052
2,81,3,15.75633937,23.13212119,0.21100093
2,82,3,14.89690267,22.57056092,0.184959227
2,83,3,14.38760686,22.1996607,0.170231851
2,84,3,14.00563499,21.90286695,0.159550606
2,85,3,13.68732511,21.64334808,0.150896222
2,86,3,11.84112777,19.91959193,0.105375586
2,87,3,13.1461983,21.17673169,0.136714044
2,88,3,15.72450838,23.11276338,0.210011082
2,89,3,12.44591655,20.5253313,0.119384075
2,90,3,13.36901522,21.37274673,0.14247175
2,91,3,14.51493081,22.29504556,0.173862437
2,92,3,13.68732511,21.64334808,0.150896222
2,93,3,11.93662073,20.01789478,0.107527411
3,1,2,14.96056465,25.5,0.209731228
3,2,2,16.04281826,26.1,0.245374293
3,3,2,14.89690267,24.9,0.203301276
3,4,2,14.73774773,26.1,0.208367527
3,5,2,12.00028271,24.8,0.133514776
3,6,2,16.87042397,26.7,0.276325664
3,7,2,9.581127574,18.2,0.064236455
3,8,2,15.97915629,25.4,0.237211668
3,9,2,17.0614099,26.2,0.277292066
3,10,2,19.48056503,25.9,0.354059636
3,11,2,15.21521256,25.1,0.213390968
3,12,2,14.13295895,25,0.18440183
3,13,2,14.89690267,25.5,0.208015066
3,14,2,15.91549431,24.8,0.230038912
3,15,2,16.32929716,25.6,0.249202637
3,16,2,14.51493081,22.29504556,0.173862437
3,17,2,14.99239564,22.63694621,0.18778056
3,18,2,14.48309982,22.27136558,0.172951546
3,19,2,16.01098728,23.28299392,0.218986678
3,20,2,15.08788861,22.70233406,0.190620388
3,21,2,15.53352245,22.99428923,0.204111881
3,22,2,17.63436769,24.07807154,0.27243719
3,23,2,17.02957891,23.81555693,0.252047138
3,24,2,15.78817035,23.15136817,0.211992657
3,25,2,18.11183252,24.25705957,0.288880079
3,26,2,15.43802948,22.93355602,0.201188267
3,27,2,17.18873385,23.88851859,0.25736209
3,28,2,20.37183272,24.7659211,0.369650062
3,29,2,15.40619849,22.91308997,0.20021763
3,30,2,10.02676141,17.86232705,0.068864175
3,31,2,12.35042358,20.43234804,0.117112478
3,32,2,15.15155058,22.74537184,0.192523789
3,33,2,14.76957872,22.48049567,0.181226532
3,34,2,13.33718423,21.34507705,0.141642139
3,35,2,14.70591674,22.43479809,0.179372769
3,36,2,13.40084621,21.40030557,0.143303709
3,37,2,14.80140971,22.50317822,0.18215657
3,38,2,14.76957872,22.48049567,0.181226532
3,39,2,16.42479013,23.51303452,0.23220927
3,40,2,16.4884521,23.54676301,0.234269555
3,41,2,12.89155039,20.94606502,0.130276672
3,42,2,16.67943804,23.64528867,0.24049061
3,43,2,20.37183272,24.7659211,0.369650062
3,44,2,20.05352283,24.72805206,0.358074435
3,45,2,16.74310001,23.67724396,0.242577456
3,46,2,16.64760705,23.62914479,0.239449632
3,47,2,16.45662112,23.52995418,0.233238565
3,48,2,16.58394507,23.59652455,0.237372611
3,49,2,15.40619849,22.91308997,0.20021763
3,50,2,16.67943804,23.64528867,0.24049061
4,1,2,13.11436731,22.2,0.142401105
4,2,2,15.53352245,23.8,0.210992361
4,3,2,13.11436731,23.2,0.148570927
4,4,2,14.13295895,21.3,0.158052851
4,5,2,7.957747155,15.2,0.037768496
4,6,2,13.30535324,22,0.145153622
4,7,2,14.03746598,23,0.16797021
4,8,2,13.94197301,22.4,0.161610428
4,9,2,9.358310654,19.5,0.065604913
4,10,2,14.06929697,23.3,0.170822656
4,11,2,12.89155039,22.8,0.141359066
4,12,2,5.825070917,12,0.016491143
4,13,2,16.99774792,24.2,0.255041693
4,14,2,11.80929678,22.6,0.118377243
4,15,2,13.27352225,22.4,0.147013348
4,16,2,13.49633917,21.48231717,0.145813628
4,17,2,4.933803236,10.16362795,0.010206044
4,18,2,14.73774773,22.45770229,0.180298596
4,19,2,14.00563499,21.90286695,0.159550606
4,20,2,12.92338138,20.97528624,0.13107294
4,21,2,13.40084621,21.40030557,0.143303709
4,22,2,8.992254285,16.52814416,0.051810688
4,23,2,11.68197282,19.75353734,0.101839689
4,24,2,6.111549815,12.19613421,0.018373898
4,25,2,14.48309982,22.27136558,0.172951546
4,26,2,10.0585924,17.90152252,0.06943236
4,27,2,11.07718404,19.0972618,0.088983448
4,28,2,11.65014183,19.71999394,0.101140104
4,29,2,13.62366313,21.59011441,0.149192773
4,30,2,11.93662073,20.01789478,0.107527411
4,31,2,13.27352225,21.28940523,0.139989981
4,32,2,14.51493081,22.29504556,0.173862437
4,33,2,14.73774773,22.45770229,0.180298596
4,34,2,14.51493081,22.29504556,0.173862437
4,35,2,14.86507168,22.54821085,0.184022923
4,36,2,10.82253613,18.80896617,0.083847316
4,37,2,14.35577587,22.17553743,0.169329633
4,38,2,15.97915629,23.26452272,0.217982024
4,39,2,10.40873328,18.32535817,0.07585381
4,40,2,13.91014203,21.82617495,0.156930458
4,41,2,4.774648293,9.877328329,0.009321249
4,42,2,11.17267701,19.20354405,0.090951968
4,43,2,14.8332407,22.52574995,0.183088702
4,44,2,12.19126864,20.27515944,0.113376033
4,45,2,14.96056465,22.6149286,0.186838052
4,46,2,6.366197724,12.61564654,0.020535188
4,47,2,12.89155039,20.94606502,0.130276672
4,48,2,14.61042378,22.36542053,0.176608001
4,49,2,6.557183655,12.92562614,0.022252608
4,50,2,11.84112777,19.91959193,0.105375586
4,51,2,12.50957853,20.58676602,0.120910805
4,52,2,10.85436712,18.84539101,0.084480307
4,53,2,12.76422644,20.82807188,0.127115773
4,54,2,15.97915629,23.26452272,0.217982024
4,55,2,9.612958563,17.34270095,0.06171415
4,56,2,12.73239545,20.79829654,0.126331611
4,57,2,9.867606472,17.66468736,0.066062217
4,58,2,12.44591655,20.5253313,0.119384075
4,59,2,7.480282325,14.36761723,0.031754764
4,60,2,14.86507168,22.54821085,0.184022923
4,61,2,16.32929716,23.4616106,0.229131649
4,62,2,12.92338138,20.97528624,0.13107294
4,63,2,13.30535324,21.31729656,0.140814881
4,64,2,14.00563499,21.90286695,0.159550606
4,65,2,14.89690267,22.57056092,0.184959227
4,66,2,5.856901906,11.76952909,0.016356981
4,67,2,15.24704355,22.80909733,0.195394024
4,68,2,13.36901522,21.37274673,0.14247175
4,69,2,14.57859279,22.34207303,0.17569067
4,70,2,14.22845191,22.07793608,0.165742649
4,71,2,14.00563499,21.90286695,0.159550606
4,72,2,6.302535746,12.51143341,0.019981172
4,73,2,16.55211408,23.5800482,0.236336587
4,74,2,7.289296394,14.07692116,0.029622491
4,75,2,15.11971959,22.72390837,0.191571075
4,76,2,12.41408556,20.4944477,0.118624407
4,77,2,12.76422644,20.82807188,0.127115773
4,78,2,12.95521237,21.00439664,0.131871618
4,79,2,13.30535324,21.31729656,0.140814881
4,80,2,12.06394469,20.14741371,0.110431697
4,81,2,11.4591559,19.51640626,0.096995948
4,82,2,7.257465405,14.02808393,0.029275654
4,83,2,15.21521256,22.78796632,0.194435271
4,84,2,10.69521218,18.66215856,0.081341187
4,85,2,10.82253613,18.80896617,0.083847316
4,86,2,11.42732491,19.48208709,0.096314168
4,87,2,14.06929697,21.95344083,0.161308613
4,88,2,10.18591636,18.05719612,0.071731079
4,89,2,13.78281807,21.72236741,0.15346863
4,90,2,7.798592212,14.84324467,0.035505461
4,91,2,13.71915609,21.66979868,0.151751399
4,92,2,9.390141642,17.05514454,0.058045826
4,93,2,12.73239545,20.79829654,0.126331611
4,94,2,14.13295895,22.0035714,0.163075561
5,1,3,13.33718423,21.8,0.144547052
5,2,3,16.74310001,23.8,0.243788033
5,3,3,15.78817035,23.7,0.216826656
5,4,3,14.5467618,24.2,0.188936619
5,5,3,15.53352245,24.1,0.213552016
5,6,3,13.94197301,23.5,0.169243413
5,7,3,8.212395064,16,0.042162979
5,8,3,15.50169146,24,0.211859947
5,9,3,13.30535324,23.2,0.152767819
5,10,3,14.96056465,24.3,0.200221589
5,11,3,18.4619734,24.8,0.306192304
5,12,3,16.64760705,25,0.252808459
5,13,3,13.94197301,24.4,0.175478634
5,14,3,13.40084621,23.9,0.159383651
5,15,3,12.92338138,22.5,0.140232826
5,16,3,14.45126883,22.24757478,0.172042814
5,17,3,9.517465597,17.22012744,0.060126453
5,18,3,16.4884521,23.54676301,0.234269555
5,19,3,7.8304232,14.89019788,0.035894176
5,20,3,12.00028271,20.0828759,0.108974537
5,21,3,5.347606088,10.89504046,0.012743913
5,22,3,9.931268449,17.74407571,0.067175206
5,23,3,14.38760686,22.1996607,0.170231851
5,24,3,9.262817688,16.88838845,0.056006641
5,25,3,14.00563499,21.90286695,0.159550606
5,26,3,15.15155058,22.74537184,0.192523789
5,27,3,14.89690267,22.57056092,0.184959227
5,28,3,16.10648024,23.33774259,0.222011495
5,29,3,16.01098728,23.28299392,0.218986678
5,30,3,16.13831123,23.35577049,0.223023358
5,31,3,15.18338157,22.7667245,0.193478523
5,32,3,10.31324031,18.21109653,0.074071351
5,33,3,15.3870999,22.90075714,0.199636188
5,34,3,14.89690267,22.57056092,0.184959227
5,35,3,15.31070553,22.85102686,0.19731752
5,36,3,9.421972631,17.09655651,0.058562095
5,37,3,15.59718442,23.03422392,0.206070633
5,38,3,11.61831085,19.68633972,0.100443056
5,39,3,11.04535305,19.06161274,0.088332415
5,40,3,14.16478994,22.02847045,0.163962374
5,41,3,14.57859279,22.34207303,0.17569067
5,42,3,14.64225476,22.38865721,0.177527465
5,43,3,12.44591655,20.5253313,0.119384075
5,44,3,14.61042378,22.36542053,0.176608001
5,45,3,15.91549431,23.22724783,0.215978191
5,46,3,17.25239583,23.91692749,0.259498517
5,47,3,16.01098728,23.28299392,0.218986678
5,48,3,9.294648677,16.93024371,0.056512555
5,49,3,16.20197321,23.39149383,0.225052419
5,50,3,14.32394488,22.15130333,0.168429597
5,51,3,12.44591655,20.5253313,0.119384075
5,52,3,14.73774773,22.45770229,0.180298596
5,53,3,16.07464925,23.31960386,0.221001422
5,54,3,10.18591636,18.05719612,0.071731079
5,55,3,14.22845191,22.07793608,0.165742649
5,56,3,16.83859298,23.72434571,0.245719815
5,57,3,17.3478888,23.95870964,0.262714106
5,58,3,10.9180291,18.91790822,0.085754032
5,59,3,18.39831142,24.3524833,0.298875813
5,60,3,9.740282517,17.50458076,0.06386741
5,61,3,16.07464925,23.31960386,0.221001422
5,62,3,11.87295875,19.95247037,0.106090342
5,63,3,13.94197301,21.85184978,0.157801585
5,64,3,10.50422624,18.43862239,0.077659615
5,65,3,15.59718442,23.03422392,0.206070633
5,66,3,14.35577587,22.17553743,0.169329633
5,67,3,14.80140971,22.50317822,0.18215657
5,68,3,14.96056465,22.6149286,0.186838052
5,69,3,14.19662092,22.05325868,0.164851405
5,70,3,10.66338119,18.62517959,0.080721119
5,71,3,15.50169146,22.97415565,0.203135401
5,72,3,14.06929697,21.95344083,0.161308613
5,73,3,15.56535343,23.01431199,0.205090295
5,74,3,15.50169146,22.97415565,0.203135401
5,75,3,11.36366294,19.41311628,0.094958267
5,76,3,14.96056465,22.6149286,0.186838052
5,77,3,15.40619849,22.91308997,0.20021763
5,78,3,8.880845825,16.37748096,0.050137087
5,79,3,15.59718442,23.03422392,0.206070633
5,80,3,14.32394488,22.15130333,0.168429597
5,81,3,15.88366332,23.20844415,0.214979029
5,82,3,10.75887415,18.73578402,0.082589082
5,83,3,10.98169107,18.98998213,0.087038072
5,84,3,13.68732511,21.64334808,0.150896222
5,85,3,9.708451529,17.46427704,0.063325201
5,86,3,12.66873347,20.73841337,0.124770589
5,87,3,11.14084602,19.16822746,0.090293226
5,88,3,13.59183214,21.56333134,0.14834451
5,89,3,13.68732511,21.64334808,0.150896222
5,90,3,13.30535324,21.31729656,0.140814881
5,91,3,17.15690287,23.87414791,0.256296096
5,92,3,9.867606472,17.66468736,0.066062217
5,93,3,8.244226052,15.49050451,0.041175482
5,94,3,6.843662553,13.38311486,0.024986428
6,1,2,14.80140971,24,0.19380629
6,2,2,13.52817016,22.8,0.155116357
6,3,2,14.89690267,23.9,0.195435474
6,4,2,14.35577587,24.2,0.184186325
6,5,2,16.26563518,24.7,0.238957904
6,6,2,8.53070495,15.2,0.043182403
6,7,2,10.12225438,13.8,0.054707943
6,8,2,6.589014644,9.3,0.016360747
6,9,2,17.3478888,23.9,0.262094349
6,10,2,16.87042397,24.1,0.250373581
6,11,2,14.35577587,24,0.182720739
6,12,2,10.47239526,22,0.091513683
6,13,2,9.135493733,18.7,0.060153193
6,14,2,10.24957834,19.8,0.079330744
6,15,2,9.199155711,17.5,0.057192833
6,16,2,7.161972439,13.88090729,0.028249709
6,17,2,16.42479013,23.51303452,0.23220927
6,18,2,15.78817035,23.15136817,0.211992657
6,19,2,16.10648024,23.33774259,0.222011495
6,20,2,9.008169779,16.54955665,0.052052349
6,21,2,16.04281826,23.3013543,0.219993147
6,22,2,13.01887434,21.06228496,0.133476183
6,23,2,12.8597194,20.91673297,0.129482818
6,24,2,11.14084602,19.16822746,0.090293226
6,25,2,8.276057041,15.53590617,0.041599375
6,26,2,7.416620348,14.27116184,0.031034218
6,27,2,12.0321137,20.11520022,0.109701864
6,28,2,10.24957834,18.13436798,0.072896022
6,29,2,12.09577567,20.17951638,0.111164034
6,30,2,14.76957872,22.48049567,0.181226532
6,31,2,16.2338042,23.40918926,0.226069601
6,32,2,16.2338042,23.40918926,0.226069601
6,33,2,14.70591674,22.43479809,0.179372769
6,34,2,14.76957872,22.48049567,0.181226532
6,35,2,14.8332407,22.52574995,0.183088702
6,36,2,11.71380381,19.7869699,0.102541809
6,37,2,12.66873347,20.73841337,0.124770589
6,38,2,11.4591559,19.51640626,0.096995948
6,39,2,12.0321137,20.11520022,0.109701864
6,40,2,9.835775483,17.62482695,0.065509619
6,41,2,10.66338119,18.62517959,0.080721119
6,42,2,14.89690267,22.57056092,0.184959227
6,43,2,11.33183195,19.37846464,0.094284149
6,44,2,15.15155058,22.74537184,0.192523789
6,45,2,16.64760705,23.62914479,0.239449632
6,46,2,15.31070553,22.85102686,0.19731752
6,47,2,16.01098728,23.28299392,0.218986678
6,48,2,12.73239545,20.79829654,0.126331611
6,49,2,13.01887434,21.06228496,0.133476183
6,50,2,13.05070533,21.09106288,0.134282064
6,51,2,13.56000115,21.53643744,0.147498561
6,52,2,15.91549431,23.22724783,0.215978191
6,53,2,14.96056465,22.6149286,0.186838052
6,54,2,15.78817035,23.15136817,0.211992657
6,55,2,16.52028309,23.56346102,0.235302232
6,56,2,12.22309963,20.30681881,0.114118352
6,57,2,13.1461983,21.17673169,0.136714044
6,58,2,10.82253613,18.80896617,0.083847316
6,59,2,14.89690267,22.57056092,0.184959227
6,60,2,12.95521237,21.00439664,0.131871618
6,61,2,16.04281826,23.3013543,0.219993147
6,62,2,13.05070533,21.09106288,0.134282064
6,63,2,13.52817016,21.50943272,0.146654932
6,64,2,11.20450799,19.23874982,0.091613278
6,65,2,12.92338138,20.97528624,0.13107294
6,66,2,13.71915609,21.66979868,0.151751399
6,67,2,13.05070533,21.09106288,0.134282064
6,68,2,13.30535324,21.31729656,0.140814881
6,69,2,13.11436731,21.14828625,0.135900999
6,70,2,13.05070533,21.09106288,0.134282064
6,71,2,10.85436712,18.84539101,0.084480307
6,72,2,11.39549393,19.4476571,0.09563494
6,73,2,14.86507168,22.54821085,0.184022923
6,74,2,16.2338042,23.40918926,0.226069601
6,75,2,13.52817016,21.50943272,0.146654932
6,76,2,10.12225438,17.97958097,0.070576524
6,77,2,16.52028309,23.56346102,0.235302232
6,78,2,12.15943765,20.24338924,0.112636205
6,79,2,14.86507168,22.54821085,0.184022923
7,1,3,13.59183214,22.9,0.157186683
7,2,3,15.18338157,23.2,0.197021882
7,3,3,15.40619849,23.7,0.206832792
7,4,3,14.03746598,22.1,0.161638214
7,5,3,14.67408575,21.5,0.17145489
7,6,3,14.64225476,21.5,0.170739023
7,7,3,10.53605723,20.6,0.086909693
7,8,3,14.67408575,22.2,0.17682546
7,9,3,14.73774773,23,0.184487908
7,10,3,15.27887454,24.2,0.207684302
7,11,3,16.87042397,24.4,0.253373187
7,12,3,16.90225496,24.3,0.253291736
7,13,3,8.912676813,16.2,0.049957134
7,14,3,16.4884521,24.2,0.240522788
7,15,3,16.29746617,24.3,0.236119258
7,16,3,14.89690267,22.57056092,0.184959227
7,17,3,12.47774754,20.55610407,0.120146209
7,18,3,12.92338138,20.97528624,0.13107294
7,19,3,14.45126883,22.24757478,0.172042814
7,20,3,13.91014203,21.82617495,0.156930458
7,21,3,13.68732511,21.64334808,0.150896222
7,22,3,14.29211389,22.1269584,0.167531751
7,23,3,14.38760686,22.1996607,0.170231851
7,24,3,11.07718404,19.0972618,0.088983448
7,25,3,13.40084621,21.40030557,0.143303709
7,26,3,15.53352245,22.99428923,0.204111881
7,27,3,14.99239564,22.63694621,0.18778056
7,28,3,14.48309982,22.27136558,0.172951546
7,29,3,8.085071109,15.26183385,0.039093925
7,30,3,15.78817035,23.15136817,0.211992657
7,31,3,14.5467618,22.31861471,0.17477548
7,32,3,15.91549431,23.22724783,0.215978191
7,33,3,13.94197301,21.85184978,0.157801585
7,34,3,15.53352245,22.99428923,0.204111881
7,35,3,16.01098728,23.28299392,0.218986678
7,36,3,14.80140971,22.50317822,0.18215657
7,37,3,14.48309982,22.27136558,0.172951546
7,38,3,14.89690267,22.57056092,0.184959227
7,39,3,14.00563499,21.90286695,0.159550606
7,40,3,13.40084621,21.40030557,0.143303709
7,41,3,14.03746598,21.9282093,0.160428489
7,42,3,10.18591636,18.05719612,0.071731079
7,43,3,13.59183214,21.56333134,0.14834451
7,44,3,12.98704336,21.03339621,0.1326727
7,45,3,15.91549431,23.22724783,0.215978191
7,46,3,14.89690267,22.57056092,0.184959227
7,47,3,15.40619849,22.91308997,0.20021763
7,48,3,11.33183195,19.37846464,0.094284149
7,49,3,15.31070553,22.85102686,0.19731752
7,50,3,15.27887454,22.8301175,0.196354776
7,51,3,15.24704355,22.80909733,0.195394024
7,52,3,15.43802948,22.93355602,0.201188267
7,53,3,15.40619849,22.91308997,0.20021763
7,54,3,14.45126883,22.24757478,0.172042814
7,55,3,14.70591674,22.43479809,0.179372769
7,56,3,14.89690267,22.57056092,0.184959227
7,57,3,13.33718423,21.34507705,0.141642139
7,58,3,12.12760666,20.21150823,0.111898871
7,59,3,15.69267739,23.09329475,0.209023121
7,60,3,14.48309982,22.27136558,0.172951546
7,61,3,15.88366332,23.20844415,0.214979029
7,62,3,15.91549431,23.22724783,0.215978191
7,63,3,15.9473253,23.24594069,0.216979192
7,64,3,13.1461983,21.17673169,0.136714044
7,65,3,15.27887454,22.8301175,0.196354776
7,66,3,14.35577587,22.17553743,0.169329633
7,67,3,13.62366313,21.59011441,0.149192773
7,68,3,15.46986047,22.95391125,0.20216086
7,69,3,15.24704355,22.80909733,0.195394024
7,70,3,15.56535343,23.01431199,0.205090295
7,71,3,8.912676813,16.42066612,0.050612042
7,72,3,12.92338138,20.97528624,0.13107294
7,73,3,15.34253651,22.87182539,0.198282249
7,74,3,12.82788841,20.8872901,0.12869138
7,75,3,14.45126883,22.24757478,0.172042814
7,76,3,13.30535324,21.31729656,0.140814881
7,77,3,12.82788841,20.8872901,0.12869138
7,78,3,13.20986028,21.23329011,0.138347271
7,79,3,10.75887415,18.73578402,0.082589082
7,80,3,12.66873347,20.73841337,0.124770589
7,81,3,12.73239545,20.79829654,0.126331611
7,82,3,15.69267739,23.09329475,0.209023121
7,83,3,13.4326772,21.4277536,0.144138011
8,1,3,14.96056465,22.1,0.182740964
8,2,3,11.39549393,17.5,0.086397007
8,3,3,10.94986008,19.5,0.088789288
8,4,3,12.41408556,21.1,0.121996692
8,5,3,13.65549412,20.1,0.13989477
8,6,3,13.62366313,19.8,0.137265597
