Chave_Parcela_Idade,Talhao,Parcela,Idade_meses,Area_parc,Cova,Fuste,Fila,Viva,Falha,DAP,Ht,Dom,Hd,dg,Gi,G
PR1T1-1-29,PR1T1,1,29,265.54,1,1,1,1,0,11.4,14.3,N,16.94684487,12.45896598,0.010207035,5.50941106
PR1T1-1-29,PR1T1,1,29,265.54,2,1,1,1,0,13.2,16.1,N,16.94684487,12.45896598,0.013684778,5.50941106
PR1T1-1-29,PR1T1,1,29,265.54,3,1,1,1,0,13.4,16.5,N,16.94684487,12.45896598,0.014102609,5.50941106
PR1T1-1-29,PR1T1,1,29,265.54,4,1,1,1,0,10.9,15.22603284,N,16.94684487,12.45896598,0.009331316,5.50941106
PR1T1-1-29,PR1T1,1,29,265.54,5,1,1,1,0,8.9,14.03419364,N,16.94684487,12.45896598,0.006221139,5.50941106
PR1T1-1-29,PR1T1,1,29,265.54,6,1,1,1,0,12.9,16.26666671,N,16.94684487,12.45896598,0.013069811,5.50941106
PR1T1-1-29,PR1T1,1,29,265.54,6,2,1,1,0,9.0,14.09928869,N,16.94684487,12.45896598,0.006361725,5.50941106
PR1T1-1-29,PR1T1,1,29,265.54,7,1,1,1,0,12.3,15.9630928,N,16.94684487,12.45896598,0.011882289,5.50941106
PR1T1-1-29,PR1T1,1,29,265.54,8,1,2,1,0,13.1,16.36691566,N,16.94684487,12.45896598,0.013478218,5.50941106
PR1T1-1-29,PR1T1,1,29,265.54,10,1,2,1,0,14.3,16.96335866,D,16.94684487,12.45896598,0.016060607,5.50941106
PR1T1-1-29,PR1T1,1,29,265.54,11,1,2,1,0,14.3,16.96335866,D,16.94684487,12.45896598,0.016060607,5.50941106
PR1T1-1-29,PR1T1,1,29,265.54,24,1,4,1,0,14.2,16.9138173,D,16.94684487,12.45896598,0.015836769,5.50941106
PR1T1-2-29,PR1T1,2,29,249.3,1,1,1,1,0,13.9,15.3,D,15.55414522,13.11398744,0.015174678,4.876178994
PR1T1-2-29,PR1T1,2,29,249.3,2,1,1,1,0,16.4,14.3,D,15.55414522,13.11398744,0.021124069,4.876178994
PR1T1-2-29,PR1T1,2,29,249.3,3,1,1,1,0,12.9,15.9,N,15.55414522,13.11398744,0.013069811,4.876178994
PR1T1-2-29,PR1T1,2,29,249.3,4,1,1,1,0,13.1,16.36691566,N,15.55414522,13.11398744,0.013478218,4.876178994
PR1T1-2-29,PR1T1,2,29,249.3,5,1,1,1,0,12.3,15.9630928,N,15.55414522,13.11398744,0.011882289,4.876178994
PR1T1-2-29,PR1T1,2,29,249.3,6,1,2,1,0,12.3,15.9630928,N,15.55414522,13.11398744,0.011882289,4.876178994
PR1T1-2-29,PR1T1,2,29,249.3,7,1,2,1,0,12.1,15.86067403,N,15.55414522,13.11398744,0.011499015,4.876178994
PR1T1-2-29,PR1T1,2,29,249.3,10,1,2,1,0,9.4,14.35326359,N,15.55414522,13.11398744,0.006939778,4.876178994
PR1T1-2-29,PR1T1,2,29,249.3,13,1,3,1,0,14.5,17.06243566,D,15.55414522,13.11398744,0.016512996,4.876178994
PR1T1-2-38,PR1T1,2,38,249.3,1,1,1,1,0,16.3,18.5,D,18.46666667,14.99121965,0.020867244,6.372121489
PR1T1-2-38,PR1T1,2,38,249.3,2,1,1,1,0,16.8,18.1,D,18.46666667,14.99121965,0.022167078,6.372121489
PR1T1-2-38,PR1T1,2,38,249.3,3,1,1,1,0,15.0,18.9,N,18.46666667,14.99121965,0.017671459,6.372121489
PR1T1-2-38,PR1T1,2,38,249.3,4,1,1,1,0,15.6,18.2,N,18.46666667,14.99121965,0.01911345,6.372121489
PR1T1-2-38,PR1T1,2,38,249.3,5,1,1,1,0,14.6,17.6,N,18.46666667,14.99121965,0.016741547,6.372121489
PR1T1-2-38,PR1T1,2,38,249.3,6,1,2,1,0,13.7,17.1,N,18.46666667,14.99121965,0.014741138,6.372121489
PR1T1-2-38,PR1T1,2,38,249.3,7,1,2,1,0,14.3,17.5,N,18.46666667,14.99121965,0.016060607,6.372121489
PR1T1-2-38,PR1T1,2,38,249.3,10,1,2,1,0,11.2,15.5,N,18.46666667,14.99121965,0.009852035,6.372121489
PR1T1-2-38,PR1T1,2,38,249.3,13,1,3,1,0,16.6,18.8,D,18.46666667,14.99121965,0.021642432,6.372121489
PR1T1-2-48,PR1T1,2,48,249.3,1,1,1,1,0,17.4,19.3,D,19.4,16.52993917,0.023778715,7.747340126
PR1T1-2-48,PR1T1,2,48,249.3,2,1,1,1,0,19.3,19.5,D,19.4,16.52993917,0.029255296,7.747340126
PR1T1-2-48,PR1T1,2,48,249.3,3,1,1,1,0,16.7,19.1,N,19.4,16.52993917,0.021903969,7.747340126
PR1T1-2-48,PR1T1,2,48,249.3,4,1,1,1,0,17.4,19.1,N,19.4,16.52993917,0.023778715,7.747340126
PR1T1-2-48,PR1T1,2,48,249.3,5,1,1,1,0,16.0,18.5,N,19.4,16.52993917,0.020106193,7.747340126
PR1T1-2-48,PR1T1,2,48,249.3,6,1,2,1,0,15.0,18.1,N,19.4,16.52993917,0.017671459,7.747340126
PR1T1-2-48,PR1T1,2,48,249.3,7,1,2,1,0,15.8,18.4,N,19.4,16.52993917,0.01960668,7.747340126
PR1T1-2-48,PR1T1,2,48,249.3,10,1,2,1,0,12.0,16.9,N,19.4,16.52993917,0.011309734,7.747340126
PR1T1-2-48,PR1T1,2,48,249.3,13,1,3,1,0,18.1,19.4,D,19.4,16.52993917,0.025730429,7.747340126
PR1T1-2-59,PR1T1,2,59,249.3,1,1,1,1,0,19.1,20.8,D,21.13333333,17.30823503,0.02865211,7.550281742
PR1T1-2-59,PR1T1,2,59,249.3,2,1,1,1,0,19.4,21.3,D,21.13333333,17.30823503,0.029559245,7.550281742
PR1T1-2-59,PR1T1,2,59,249.3,3,1,1,1,0,17.8,21.3,N,21.13333333,17.30823503,0.024884555,7.550281742
PR1T1-2-59,PR1T1,2,59,249.3,4,1,1,1,0,19.1,21.3,D,21.13333333,17.30823503,0.02865211,7.550281742
PR1T1-2-59,PR1T1,2,59,249.3,5,1,1,1,0,17.0,20.4,N,21.13333333,17.30823503,0.022698007,7.550281742
PR1T1-2-59,PR1T1,2,59,249.3,6,1,2,1,0,15.8,19.9,N,21.13333333,17.30823503,0.01960668,7.550281742
PR1T1-2-59,PR1T1,2,59,249.3,7,1,2,1,0,16.7,20.3,N,21.13333333,17.30823503,0.021903969,7.550281742
PR1T1-2-59,PR1T1,2,59,249.3,10,1,2,1,0,12.5,18.3,N,21.13333333,17.30823503,0.012271846,7.550281742
PR1T1-2-72,PR1T1,2,72,249.3,1,1,1,1,0,20.7,22.3,D,22.96666667,18.50249983,0.033653526,8.628164324
PR1T1-2-72,PR1T1,2,72,249.3,2,1,1,1,0,21.4,23.6,D,22.96666667,18.50249983,0.035968094,8.628164324
PR1T1-2-72,PR1T1,2,72,249.3,3,1,1,1,0,19.0,23.1,N,22.96666667,18.50249983,0.028352874,8.628164324
PR1T1-2-72,PR1T1,2,72,249.3,4,1,1,1,0,20.0,23.0,D,22.96666667,18.50249983,0.031415927,8.628164324
PR1T1-2-72,PR1T1,2,72,249.3,5,1,1,1,0,18.2,21.7,N,22.96666667,18.50249983,0.026015529,8.628164324
PR1T1-2-72,PR1T1,2,72,249.3,6,1,2,1,0,17.0,20.8,N,22.96666667,18.50249983,0.022698007,8.628164324
PR1T1-2-72,PR1T1,2,72,249.3,7,1,2,1,0,17.6,21.3,N,22.96666667,18.50249983,0.024328494,8.628164324
PR1T1-2-72,PR1T1,2,72,249.3,10,1,2,1,0,12.7,18.3,N,22.96666667,18.50249983,0.012667687,8.628164324
PR1T1-3-29,PR1T1,3,29,289.3,1,1,1,1,0,12.6,15.9,N,17.92552277,14.24756119,0.012468981,5.510899737
PR1T1-3-29,PR1T1,3,29,289.3,2,1,1,1,0,15.1,15.3,N,17.92552277,14.24756119,0.017907864,5.510899737
PR1T1-3-29,PR1T1,3,29,289.3,3,1,1,1,0,12.5,14.9,N,17.92552277,14.24756119,0.012271846,5.510899737
PR1T1-3-29,PR1T1,3,29,289.3,4,1,1,1,0,16.1,17.85859835,D,17.92552277,14.24756119,0.020358306,5.510899737
PR1T1-3-29,PR1T1,3,29,289.3,5,1,1,1,0,13.8,16.71550592,N,17.92552277,14.24756119,0.014957123,5.510899737
PR1T1-3-29,PR1T1,3,29,289.3,6,1,1,1,0,10.4,14.94729572,N,17.92552277,14.24756119,0.008494867,5.510899737
PR1T1-3-29,PR1T1,3,29,289.3,7,1,1,1,0,16.2,17.90874552,D,17.92552277,14.24756119,0.020611989,5.510899737
PR1T1-3-29,PR1T1,3,29,289.3,8,1,2,1,0,13.9,16.76511729,N,17.92552277,14.24756119,0.015174678,5.510899737
PR1T1-3-29,PR1T1,3,29,289.3,10,1,2,1,0,14.3,16.96335866,N,17.92552277,14.24756119,0.016060607,5.510899737
PR1T1-3-29,PR1T1,3,29,289.3,13,1,2,1,0,16.4,18.00922443,D,17.92552277,14.24756119,0.021124069,5.510899737
PR1T1-3-38,PR1T1,3,38,289.3,1,1,1,1,0,13.6,18.1,N,19.33333333,15.36336552,0.014526724,6.407877107
PR1T1-3-38,PR1T1,3,38,289.3,2,1,1,1,0,16.1,17.3,N,19.33333333,15.36336552,0.020358306,6.407877107
PR1T1-3-38,PR1T1,3,38,289.3,3,1,1,1,0,13.6,17.3,N,19.33333333,15.36336552,0.014526724,6.407877107
PR1T1-3-38,PR1T1,3,38,289.3,4,1,1,1,0,17.0,19.1,D,19.33333333,15.36336552,0.022698007,6.407877107
PR1T1-3-38,PR1T1,3,38,289.3,5,1,1,1,0,15.1,17.9,N,19.33333333,15.36336552,0.017907864,6.407877107
PR1T1-3-38,PR1T1,3,38,289.3,6,1,1,1,0,11.5,15.6,N,19.33333333,15.36336552,0.010386891,6.407877107
PR1T1-3-38,PR1T1,3,38,289.3,7,1,1,1,0,17.7,19.5,D,19.33333333,15.36336552,0.024605739,6.407877107
PR1T1-3-38,PR1T1,3,38,289.3,8,1,2,1,0,14.8,17.8,N,19.33333333,15.36336552,0.017203361,6.407877107
PR1T1-3-38,PR1T1,3,38,289.3,10,1,2,1,0,15.6,18.3,N,19.33333333,15.36336552,0.01911345,6.407877107
PR1T1-3-38,PR1T1,3,38,289.3,13,1,2,1,0,17.5,19.4,D,19.33333333,15.36336552,0.024052819,6.407877107
PR1T1-3-48,PR1T1,3,48,289.3,1,1,1,1,0,14.5,19.9,N,21.16666667,16.41042352,0.016512996,7.311071421
PR1T1-3-48,PR1T1,3,48,289.3,2,1,1,1,0,16.9,18.9,N,21.16666667,16.41042352,0.022431757,7.311071421
PR1T1-3-48,PR1T1,3,48,289.3,3,1,1,1,0,14.7,19.3,N,21.16666667,16.41042352,0.016971669,7.311071421
PR1T1-3-48,PR1T1,3,48,289.3,4,1,1,1,0,18.0,20.9,D,21.16666667,16.41042352,0.0254469,7.311071421
PR1T1-3-48,PR1T1,3,48,289.3,5,1,1,1,0,16.0,19.8,N,21.16666667,16.41042352,0.020106193,7.311071421
PR1T1-3-48,PR1T1,3,48,289.3,6,1,1,1,0,12.6,18.2,N,21.16666667,16.41042352,0.012468981,7.311071421
PR1T1-3-48,PR1T1,3,48,289.3,7,1,1,1,0,19.1,21.5,D,21.16666667,16.41042352,0.02865211,7.311071421
PR1T1-3-48,PR1T1,3,48,289.3,8,1,2,1,0,15.8,19.7,N,21.16666667,16.41042352,0.01960668,7.311071421
PR1T1-3-48,PR1T1,3,48,289.3,10,1,2,1,0,16.9,20.3,N,21.16666667,16.41042352,0.022431757,7.311071421
PR1T1-3-48,PR1T1,3,48,289.3,13,1,2,1,0,18.5,21.1,D,21.16666667,16.41042352,0.026880252,7.311071421
PR1T1-3-59,PR1T1,3,59,289.3,1,1,1,1,0,15.3,20.3,N,21.6,16.94089726,0.018385386,7.791377826
PR1T1-3-59,PR1T1,3,59,289.3,2,1,1,1,0,17.6,19.8,N,21.6,16.94089726,0.024328494,7.791377826
PR1T1-3-59,PR1T1,3,59,289.3,3,1,1,1,0,15.4,20.1,N,21.6,16.94089726,0.018626503,7.791377826
PR1T1-3-59,PR1T1,3,59,289.3,4,1,1,1,0,18.6,21.5,D,21.6,16.94089726,0.027171635,7.791377826
PR1T1-3-59,PR1T1,3,59,289.3,5,1,1,1,0,16.6,20.6,N,21.6,16.94089726,0.021642432,7.791377826
PR1T1-3-59,PR1T1,3,59,289.3,6,1,1,1,0,12.8,18.7,N,21.6,16.94089726,0.012867964,7.791377826
PR1T1-3-59,PR1T1,3,59,289.3,7,1,1,1,0,19.1,21.7,D,21.6,16.94089726,0.02865211,7.791377826
PR1T1-3-59,PR1T1,3,59,289.3,8,1,2,1,0,16.6,20.6,N,21.6,16.94089726,0.021642432,7.791377826
PR1T1-3-59,PR1T1,3,59,289.3,10,1,2,1,0,17.6,21.1,N,21.6,16.94089726,0.024328494,7.791377826
PR1T1-3-59,PR1T1,3,59,289.3,13,1,2,1,0,18.8,21.6,D,21.6,16.94089726,0.027759113,7.791377826
PR1T1-3-72,PR1T1,3,72,289.3,1,1,1,1,0,16.6,22.6,N,24.83333333,17.59249366,0.021642432,10.08271521
PR1T1-3-72,PR1T1,3,72,289.3,2,1,1,1,0,18.6,21.8,N,24.83333333,17.59249366,0.027171635,10.08271521
PR1T1-3-72,PR1T1,3,72,289.3,3,1,1,1,0,16.9,22.1,N,24.83333333,17.59249366,0.022431757,10.08271521
PR1T1-3-72,PR1T1,3,72,289.3,4,1,1,1,0,19.4,24.1,N,24.83333333,17.59249366,0.029559245,10.08271521
PR1T1-3-72,PR1T1,3,72,289.3,5,1,1,1,0,17.9,23.0,N,24.83333333,17.59249366,0.025164943,10.08271521
PR1T1-3-72,PR1T1,3,72,289.3,6,1,1,1,0,13.5,19.3,N,24.83333333,17.59249366,0.014313882,10.08271521
PR1T1-3-72,PR1T1,3,72,289.3,7,1,1,1,0,20.8,25.2,D,24.83333333,17.59249366,0.033979466,10.08271521
PR1T1-3-72,PR1T1,3,72,289.3,8,1,2,1,0,17.1,22.3,N,24.83333333,17.59249366,0.022965828,10.08271521
PR1T1-3-72,PR1T1,3,72,289.3,9,1,2,1,0,5.1,12.3,N,24.83333333,17.59249366,0.002042821,10.08271521
PR1T1-3-72,PR1T1,3,72,289.3,10,1,2,1,0,19.3,24.1,N,24.83333333,17.59249366,0.029255296,10.08271521
PR1T1-3-72,PR1T1,3,72,289.3,13,1,2,1,0,20.4,24.9,D,24.83333333,17.59249366,0.03268513,10.08271521
PR1T1-3-72,PR1T1,3,72,289.3,22,1,4,1,0,19.7,24.4,D,24.83333333,17.59249366,0.030480517,10.08271521
PR1T1-4-29,PR1T1,4,29,326.32,1,1,1,1,0,15.8,17.5,D,17.5393771,12.50522748,0.01960668,5.269354502
PR1T1-4-29,PR1T1,4,29,326.32,2,1,1,1,0,9.2,14.5,N,17.5393771,12.50522748,0.00664761,5.269354502
PR1T1-4-29,PR1T1,4,29,326.32,3,1,1,1,0,12.9,16.7,N,17.5393771,12.50522748,0.013069811,5.269354502
PR1T1-4-29,PR1T1,4,29,326.32,4,1,1,1,0,13.1,16.36691566,N,17.5393771,12.50522748,0.013478218,5.269354502
PR1T1-4-29,PR1T1,4,29,326.32,5,1,1,1,0,12.4,16.01404355,N,17.5393771,12.50522748,0.012076282,5.269354502
PR1T1-4-29,PR1T1,4,29,326.32,6,1,1,1,0,9.6,14.47653299,N,17.5393771,12.50522748,0.007238229,5.269354502
PR1T1-4-29,PR1T1,4,29,326.32,7,1,1,1,0,12.0,15.80918138,N,17.5393771,12.50522748,0.011309734,5.269354502
PR1T1-4-29,PR1T1,4,29,326.32,8,1,2,1,0,12.7,16.16600043,N,17.5393771,12.50522748,0.012667687,5.269354502
PR1T1-4-29,PR1T1,4,29,326.32,9,1,2,1,0,11.8,15.70556483,N,17.5393771,12.50522748,0.010935884,5.269354502
PR1T1-4-29,PR1T1,4,29,326.32,9,2,2,1,0,10.9,15.22603284,N,17.5393771,12.50522748,0.009331316,5.269354502
PR1T1-4-29,PR1T1,4,29,326.32,9,3,2,1,0,10.3,14.8902377,N,17.5393771,12.50522748,0.008332289,5.269354502
PR1T1-4-29,PR1T1,4,29,326.32,10,1,2,1,0,11.0,15.28059062,N,17.5393771,12.50522748,0.009503318,5.269354502
PR1T1-4-29,PR1T1,4,29,326.32,13,1,2,1,0,15.2,17.40963059,D,17.5393771,12.50522748,0.018145839,5.269354502
PR1T1-4-29,PR1T1,4,29,326.32,14,1,2,1,0,15.8,17.7085007,D,17.5393771,12.50522748,0.01960668,5.269354502
PR1T1-4-38,PR1T1,4,38,326.32,1,1,1,1,0,17.0,18.9,D,19.6,13.31438535,0.022698007,5.973329462
PR1T1-4-38,PR1T1,4,38,326.32,2,1,1,1,0,9.4,16.5,N,19.6,13.31438535,0.006939778,5.973329462
PR1T1-4-38,PR1T1,4,38,326.32,3,1,1,1,0,13.8,18.3,N,19.6,13.31438535,0.014957123,5.973329462
PR1T1-4-38,PR1T1,4,38,326.32,4,1,1,1,0,14.0,18.3,N,19.6,13.31438535,0.015393804,5.973329462
PR1T1-4-38,PR1T1,4,38,326.32,5,1,1,1,0,12.9,17.6,N,19.6,13.31438535,0.013069811,5.973329462
PR1T1-4-38,PR1T1,4,38,326.32,6,1,1,1,0,9.7,15.3,N,19.6,13.31438535,0.007389811,5.973329462
PR1T1-4-38,PR1T1,4,38,326.32,7,1,1,1,0,12.9,17.6,N,19.6,13.31438535,0.013069811,5.973329462
PR1T1-4-38,PR1T1,4,38,326.32,8,1,2,1,0,14.0,18.3,N,19.6,13.31438535,0.015393804,5.973329462
PR1T1-4-38,PR1T1,4,38,326.32,9,1,2,1,0,13.1,17.7,N,19.6,13.31438535,0.013478218,5.973329462
PR1T1-4-38,PR1T1,4,38,326.32,9,2,2,1,0,11.3,16.5,N,19.6,13.31438535,0.010028749,5.973329462
PR1T1-4-38,PR1T1,4,38,326.32,9,3,2,1,0,10.6,16.0,N,19.6,13.31438535,0.008824734,5.973329462
PR1T1-4-38,PR1T1,4,38,326.32,10,1,2,1,0,11.5,16.6,N,19.6,13.31438535,0.010386891,5.973329462
PR1T1-4-38,PR1T1,4,38,326.32,13,1,2,1,0,16.4,19.8,D,19.6,13.31438535,0.021124069,5.973329462
PR1T1-4-38,PR1T1,4,38,326.32,14,1,2,1,0,16.8,20.1,D,19.6,13.31438535,0.022167078,5.973329462
PR1T1-4-48,PR1T1,4,48,326.32,1,1,1,1,0,17.6,20.5,D,20.63333333,14.13966053,0.024328494,6.736777296
PR1T1-4-48,PR1T1,4,48,326.32,2,1,1,1,0,10.1,16.5,N,20.63333333,14.13966053,0.008011847,6.736777296
PR1T1-4-48,PR1T1,4,48,326.32,3,1,1,1,0,15.1,19.9,N,20.63333333,14.13966053,0.017907864,6.736777296
PR1T1-4-48,PR1T1,4,48,326.32,4,1,1,1,0,14.8,19.2,N,20.63333333,14.13966053,0.017203361,6.736777296
PR1T1-4-48,PR1T1,4,48,326.32,5,1,1,1,0,14.0,18.8,N,20.63333333,14.13966053,0.015393804,6.736777296
PR1T1-4-48,PR1T1,4,48,326.32,6,1,1,1,0,10.7,17.1,N,20.63333333,14.13966053,0.008992024,6.736777296
PR1T1-4-48,PR1T1,4,48,326.32,7,1,1,1,0,13.5,18.5,N,20.63333333,14.13966053,0.014313882,6.736777296
PR1T1-4-48,PR1T1,4,48,326.32,8,1,2,1,0,15.1,19.3,N,20.63333333,14.13966053,0.017907864,6.736777296
PR1T1-4-48,PR1T1,4,48,326.32,9,1,2,1,0,13.8,18.7,N,20.63333333,14.13966053,0.014957123,6.736777296
PR1T1-4-48,PR1T1,4,48,326.32,9,2,2,1,0,11.7,17.6,N,20.63333333,14.13966053,0.010751315,6.736777296
PR1T1-4-48,PR1T1,4,48,326.32,9,3,2,1,0,10.9,17.2,N,20.63333333,14.13966053,0.009331316,6.736777296
PR1T1-4-48,PR1T1,4,48,326.32,10,1,2,1,0,12.1,17.8,N,20.63333333,14.13966053,0.011499015,6.736777296
PR1T1-4-48,PR1T1,4,48,326.32,13,1,2,1,0,17.3,20.5,D,20.63333333,14.13966053,0.023506182,6.736777296
PR1T1-4-48,PR1T1,4,48,326.32,14,1,2,1,0,18.1,20.9,D,20.63333333,14.13966053,0.025730429,6.736777296
PR1T1-4-59,PR1T1,4,59,326.32,1,1,1,1,0,17.9,20.8,D,21.06666667,14.56402123,0.025164943,7.147214747
PR1T1-4-59,PR1T1,4,59,326.32,2,1,1,1,0,10.3,16.6,N,21.06666667,14.56402123,0.008332289,7.147214747
PR1T1-4-59,PR1T1,4,59,326.32,3,1,1,1,0,15.4,20.1,N,21.06666667,14.56402123,0.018626503,7.147214747
PR1T1-4-59,PR1T1,4,59,326.32,4,1,1,1,0,15.1,19.7,N,21.06666667,14.56402123,0.017907864,7.147214747
PR1T1-4-59,PR1T1,4,59,326.32,5,1,1,1,0,14.5,19.4,N,21.06666667,14.56402123,0.016512996,7.147214747
PR1T1-4-59,PR1T1,4,59,326.32,6,1,1,1,0,11.0,17.2,N,21.06666667,14.56402123,0.009503318,7.147214747
PR1T1-4-59,PR1T1,4,59,326.32,7,1,1,1,0,14.0,19.2,N,21.06666667,14.56402123,0.015393804,7.147214747
PR1T1-4-59,PR1T1,4,59,326.32,8,1,2,1,0,15.1,19.7,N,21.06666667,14.56402123,0.017907864,7.147214747
PR1T1-4-59,PR1T1,4,59,326.32,9,1,2,1,0,14.8,19.5,N,21.06666667,14.56402123,0.017203361,7.147214747
PR1T1-4-59,PR1T1,4,59,326.32,9,2,2,1,0,11.9,17.9,N,21.06666667,14.56402123,0.011122023,7.147214747
PR1T1-4-59,PR1T1,4,59,326.32,9,3,2,1,0,11.1,17.3,N,21.06666667,14.56402123,0.009676891,7.147214747
PR1T1-4-59,PR1T1,4,59,326.32,10,1,2,1,0,12.4,18.2,N,21.06666667,14.56402123,0.012076282,7.147214747
PR1T1-4-59,PR1T1,4,59,326.32,13,1,2,1,0,18.0,21.0,D,21.06666667,14.56402123,0.0254469,7.147214747
PR1T1-4-59,PR1T1,4,59,326.32,14,1,2,1,0,19.0,21.4,D,21.06666667,14.56402123,0.028352874,7.147214747
PR1T1-4-72,PR1T1,4,72,326.32,1,1,1,1,0,20.1,22.8,D,23.83333333,15.2566379,0.031730871,7.843174948
PR1T1-4-72,PR1T1,4,72,326.32,2,1,1,1,0,10.4,17.8,N,23.83333333,15.2566379,0.008494867,7.843174948
PR1T1-4-72,PR1T1,4,72,326.32,3,1,1,1,0,15.6,21.8,N,23.83333333,15.2566379,0.01911345,7.843174948
PR1T1-4-72,PR1T1,4,72,326.32,4,1,1,1,0,15.7,21.4,N,23.83333333,15.2566379,0.019359279,7.843174948
PR1T1-4-72,PR1T1,4,72,326.32,5,1,1,1,0,14.7,20.5,N,23.83333333,15.2566379,0.016971669,7.843174948
PR1T1-4-72,PR1T1,4,72,326.32,6,1,1,1,0,11.0,17.2,N,23.83333333,15.2566379,0.009503318,7.843174948
PR1T1-4-72,PR1T1,4,72,326.32,7,1,1,1,0,15.2,21.0,N,23.83333333,15.2566379,0.018145839,7.843174948
PR1T1-4-72,PR1T1,4,72,326.32,8,1,2,1,0,16.4,22.0,N,23.83333333,15.2566379,0.021124069,7.843174948
PR1T1-4-72,PR1T1,4,72,326.32,9,1,2,1,0,15.1,20.9,N,23.83333333,15.2566379,0.017907864,7.843174948
PR1T1-4-72,PR1T1,4,72,326.32,9,2,2,1,0,12.3,18.4,N,23.83333333,15.2566379,0.011882289,7.843174948
PR1T1-4-72,PR1T1,4,72,326.32,9,3,2,1,0,11.1,17.3,N,23.83333333,15.2566379,0.009676891,7.843174948
PR1T1-4-72,PR1T1,4,72,326.32,10,1,2,1,0,13.1,19.1,N,23.83333333,15.2566379,0.013478218,7.843174948
PR1T1-4-72,PR1T1,4,72,326.32,14,1,2,1,0,19.8,24.7,D,23.83333333,15.2566379,0.03079075,7.843174948
PR1T1-4-72,PR1T1,4,72,326.32,26,1,4,1,0,18.8,24.0,D,23.83333333,15.2566379,0.027759113,7.843174948
PR1T1-5-29,PR1T1,5,29,251.21,1,1,1,1,0,16.0,20.1,N,18.04313545,15.07769876,0.020106193,7.107601699
PR1T1-5-29,PR1T1,5,29,251.21,2,1,1,1,0,14.7,19.7,N,18.04313545,15.07769876,0.016971669,7.107601699
PR1T1-5-29,PR1T1,5,29,251.21,3,1,1,1,0,15.1,19.1,N,18.04313545,15.07769876,0.017907864,7.107601699
PR1T1-5-29,PR1T1,5,29,251.21,4,1,1,1,0,16.9,18.26158358,D,18.04313545,15.07769876,0.022431757,7.107601699
PR1T1-5-29,PR1T1,5,29,251.21,5,1,1,1,0,15.2,17.40963059,N,18.04313545,15.07769876,0.018145839,7.107601699
PR1T1-5-29,PR1T1,5,29,251.21,6,1,1,1,0,11.8,15.70556483,N,18.04313545,15.07769876,0.010935884,7.107601699
PR1T1-5-29,PR1T1,5,29,251.21,8,1,2,1,0,13.9,16.76511729,N,18.04313545,15.07769876,0.015174678,7.107601699
PR1T1-5-29,PR1T1,5,29,251.21,9,1,2,1,0,14.0,16.8147023,N,18.04313545,15.07769876,0.015393804,7.107601699
PR1T1-5-29,PR1T1,5,29,251.21,11,1,2,1,0,16.4,18.00922443,D,18.04313545,15.07769876,0.021124069,7.107601699
PR1T1-5-29,PR1T1,5,29,251.21,26,1,4,1,0,16.1,17.85859835,D,18.04313545,15.07769876,0.020358306,7.107601699
PR1T1-5-38,PR1T1,5,38,251.21,1,1,1,1,0,18.4,22.5,D,23.5,16.9871193,0.02659044,8.119605725
PR1T1-5-38,PR1T1,5,38,251.21,2,1,1,1,0,16.3,23.5,N,23.5,16.9871193,0.020867244,8.119605725
PR1T1-5-38,PR1T1,5,38,251.21,3,1,1,1,0,17.2,23.5,N,23.5,16.9871193,0.023235219,8.119605725
PR1T1-5-38,PR1T1,5,38,251.21,4,1,1,1,0,18.7,24.0,D,23.5,16.9871193,0.027464588,8.119605725
PR1T1-5-38,PR1T1,5,38,251.21,5,1,1,1,0,17.3,23.2,N,23.5,16.9871193,0.023506182,8.119605725
PR1T1-5-38,PR1T1,5,38,251.21,6,1,1,1,0,13.5,21.0,N,23.5,16.9871193,0.014313882,8.119605725
PR1T1-5-38,PR1T1,5,38,251.21,8,1,2,1,0,15.4,22.2,N,23.5,16.9871193,0.018626503,8.119605725
PR1T1-5-38,PR1T1,5,38,251.21,9,1,2,1,0,16.7,22.9,N,23.5,16.9871193,0.021903969,8.119605725
PR1T1-5-38,PR1T1,5,38,251.21,11,1,2,1,0,18.7,24.0,D,23.5,16.9871193,0.027464588,8.119605725
PR1T2-1-29,PR1T2,1,29,298.54,1,1,1,1,0,8.9,13.7,N,16.4334266,11.69832335,0.006221139,4.680345872
PR1T2-1-29,PR1T2,1,29,298.54,2,1,1,1,0,10.4,14.1,N,16.4334266,11.69832335,0.008494867,4.680345872
PR1T2-1-29,PR1T2,1,29,298.54,3,1,1,1,0,11.1,14.3,N,16.4334266,11.69832335,0.009676891,4.680345872
PR1T2-1-29,PR1T2,1,29,298.54,4,1,1,1,0,11.1,15.3347916,N,16.4334266,11.69832335,0.009676891,4.680345872
PR1T2-1-29,PR1T2,1,29,298.54,5,1,1,1,0,10.1,14.77467272,N,16.4334266,11.69832335,0.008011847,4.680345872
PR1T2-1-29,PR1T2,1,29,298.54,6,1,1,1,0,11.3,15.44218931,N,16.4334266,11.69832335,0.010028749,4.680345872
PR1T2-1-29,PR1T2,1,29,298.54,7,1,1,1,0,10.3,14.8902377,N,16.4334266,11.69832335,0.008332289,4.680345872
PR1T2-1-29,PR1T2,1,29,298.54,8,1,2,1,0,12.5,16.06483761,N,16.4334266,11.69832335,0.012271846,4.680345872
